,road_name,gender
1955,Helling baan,male
1956,Helling straat,unknown
1957,Helmers plantsoen,unknown
1958,Helmgras straat,unknown
1959,Helmholtz straat,female
1960,Helsingfors brug,male
1961,Hembrug straat,unknown
1962,Hemelsleutel,unknown
1963,Hem kade,male
1964,Hemony laan,female
1965,Hemony straat,female
1966,Hemsterhuis straat,unknown
1967,Hemtunnel,unknown
1968,Hem weg,male
1969,Hendricus Antonius HenriëT straat,male
1970,Hendrik Bulthuis straat,male
1971,Hendrik De Bruyn straat,male
1972,Hendrik Dienske straat,male
1973,Hendrik Godfroid hof,male
1974,Hendrik Hos straat,male
1975,Hendrik Jacobsz straat,male
1976,Hendrik Jonker plein,male
1977,Hendrik Soeteboom straat,male
1978,Hendrik Van Wijn straat,male
1979,Hendrik Veldhuis hof,male
1980,Hendrik Werkman straat,male
1981,Hendrikje Stoffels straat,female
1982,Hendrikus Rempe straat,male
1983,Henegouwen straat,unknown
1984,Henk CurièRe kade,male
1985,Henk Sneevliet pad,male
1986,Henk Sneevliet weg,male
1987,Henri Bergson straat,male
1988,Henri Berssenbrugge hof,male
1989,Henri Borel straat,male
1990,Henri Dunant straat,male
1991,Henri Polak laan,male
1992,Henri Viotta kade,male
1993,Henri Zagwijn straat,male
1994,Henric Van Veldeke hof,male
1995,Henrick De Keijser plein,male
1996,Henrick De Keijser straat,male
1997,HenriëTte Bosmans straat,female
1998,HenriëTte Roland Holst straat,male
1999,HenriëTte Ronner plein,female
2000,HenriëTte Ronner straat,female
2001,HenriëTte Van Heukelom-Van Den Brandeler brug,male
2002,Hensbroeker straat,unknown
2003,Herbert Spencer hof,male
2004,Hercules Seghers straat,male
2005,Hercules straat,male
2006,Herder hof,male
2007,Hoekenrode pad,female
2008,Heren gracht,male
2009,Herenmarkt,unknown
2010,Heren straat,male
2011,Herentals straat,male
2012,Herfst straat,unknown
2013,Herikerberg weg,male
2014,Heringa-State,female
2015,Herman Akkerman pad,male
2016,Herman Bon pad,male
2017,Herman De Man straat,male
2018,Herman Helling plantsoen,male
2019,Herman Poort straat,male
2020,Herman Robbers straat,male
2021,Hermanus Coenradi straat,male
2022,Hermanus Van Der Tuuk hof,male
2023,Hermieten straat,unknown
2024,Hermitage laan,female
2025,Hertingen straat,unknown
2026,Hertspieghel weg,male
2027,Hertzog straat,unknown
2028,Hertz straat,male
2029,Herwijk,unknown
2030,Hessenberg weg,male
2031,Hestia straat,female
2032,Het Breed,male
2033,Het Dok,male
2034,Het Hoogt,male
2035,Het Laagt,male
2036,Het Tuin pad Van Mijn Vader,female
2037,Hettenheuvel weg,male
2038,Hetty Blok straat,female
2039,Heusden straat,unknown
2040,Heverlee straat,unknown
2041,Hexaan weg,male
2042,Hijskraan straat,unknown
2043,Hilbert Van Dijk hof,male
2044,Hildebrand straat,male
2045,Hildegard Von Bingen straat,male
2046,Hildo Krop plein,male
2047,Hildsven,unknown
2048,Hillegom straat,unknown
2049,Hillenraadt,unknown
2050,Hilletjes Brug,male
2051,Hilmanhofje,unknown
2052,Hilverbeek straat,unknown
2053,Hoekschewaard plein,female
2054,Oude Turfmarkt,female
2055,Hilversum straat,unknown
2056,Hinderstein,unknown
2057,Hirschpassage,unknown
2058,Hissink straat,unknown
2059,Hobbema kade,male
2060,Hobbema straat,unknown
2061,Hodenpijl kade,male
2062,Hodshon-Dedel hof,female
2063,Hoe Langer Hoe Liever,male
2064,Hoek Van Holland straat,male
2065,Hoekenes,unknown
2066,Hoekenes pad,female
2067,Hoekenes plantsoen,unknown
2068,Hoekschewaard weg,male
2069,Hoeksloot straat,unknown
2070,Hoendiep straat,unknown
2071, Hof Van Eden,male
2072, Hof Van Parijs,male
2073, Hof Van Versailles,male
2074,Hofgeest,unknown
2075,Hofjen Van De Weduwe Roosen,male
2076,Hofmeester straat,unknown
2077,Hofmeyr straat,male
2078,Hofsteden weg,male
2079,Hofwijck straat,unknown
2080,Hoge Brug,male
2081,Hogebooms pad,female
2082,Hogehil weg,male
2083,Hogen dijk,male
2084,Hogenes plantsoen,unknown
2085,Hogevecht,unknown
2086,Hoge weg,male
2087,Hondecoeter straat,unknown
2088,Holbein straat,male
2089,Holendrecht dreef,unknown
2090,Holendrechter weg,male
2091,Holendrecht plein,female
2092,Holendrecht straat,unknown
2093,Hollandia Kattenburg pad,female
2094,Hollandia gracht,unknown
2095,Hollandse Tuin,male
2096,Hollandse kade,male
2097,Holterberg weg,male
2098,Holtmeulen,unknown
2099,Holwerda hof,female
2100,Holy,male
2101,Hondius straat,unknown
2102,Hondsrug weg,male
2103,Honselersdijk straat,unknown
2104,Honthorst straat,unknown
2105,Hoofddorp plein,female
2106,Hoofddorp weg,male
2107,Hoogoord plein,female
2108,Hoogte Ka dijk,male
2109,Hoogwoud straat,unknown
2110,Hooi straat,female
2111,Hoopende Swaen,unknown
2112,Hoorneboeg,unknown
2113,Oude Waal,female
2114,Hoofd weg,female
2115,Hooge Venne,male
2116,Hoogheemraad weg,male
2117,Hoogkamersgang,unknown
2118,Hoogoord,unknown
2119,Hoogoord dreef,unknown
2120,Hoogoord dreef / Atlas,male
2121,Hoornse straat,unknown
2122,Hoortensia laan,female
2123,Hoptille,unknown
2124,Hoptille pad,female
2125,Horizon,male
2126,Horn weg,male
2127,Horsten berg,male
2128,Hortensia straat,female
2129,Hortus plantsoen,male
2130,Houdringe,unknown
2131,Houthalen straat,unknown
2132,Hunneschans,unknown
2133,Oude-Ijsel straat,female
2134,Houthaven kade,male
2135,Houthaven weg,male
2136,Houtkopersdwars straat,unknown
2137,Houtmandwars straat,unknown
2138,Houtman kade,male
2139,Houtman straat,male
2140,Houtrijk straat,unknown
2141,Hoveniers laan,female
2142,Hoyer pad,female
2143,Hudde kade,male
2144,Hudde straat,unknown
2145,Hudson hof,male
2146,Hudson straat,male
2147,Hugo De Groot kade,male
2148,Ingelanden weg,male
2149,Ingenhousz hof,female
2150,Ingogo straat,unknown
2151,Hugo De Groot plein,male
2152,Hugo De Vries laan,male
2153,Hugo Floris Ruys straat,male
2154,Hugo Verriest hof,male
2155,Huidekoper straat,unknown
2156,Huiden straat,unknown
2157,Huifkar pad,female
2158,Huigenbos,unknown
2159,Huismans hof,female
2160,Hullenberg weg,male
2161,Hulst weg,male
2162,Humberto Delgado plein,male
2163,Humber weg,male
2164,Huntum,unknown
2165,Huntum dreef,unknown
2166,Huntum pad,female
2167,Hunze straat,unknown
2168,Hyacinthen laan,female
2169,HygiëA straat,unknown
2170,HäNdel straat,unknown
2171,HéLèNe Swarth straat,female
2172,Ibiza straat,male
2173,Ibrahim Moustafa pad,male
2174,Idee brug,female
2175,Iepen laan,female
2176,Iepen plein,female
2177,Iepen weg,male
2178,Ij-Hal,male
2179,Ij-Passage,female
2180,Ij plein,female
2181,Inlaag straat,unknown
2182,Johannes J. Glas weg,male
2183,Ij-Tunnel,male
2184,Ijburg laan,female
2185,Ijdok,unknown
2186,Ijdoorn laan,female
2187,Ijpromenade,unknown
2188,Jacob Van Artevelde straat,male
2189,Ijsbaan pad,female
2190,Ijselmonde straat,unknown
2191,Ijsel straat,unknown
2192,Ijslandt pad,female
2193,Ijsselmeer laan,female
2194,Ijsselmeer straat,unknown
2195,Ijzer hof,female
2196,Ilpendammer straat,unknown
2197,Ilperveld straat,unknown
2198,Image brug,male
2199,Imbos,unknown
2200,Immanuel Kant hof,male
2201,Imogirituin,unknown
2202,Imstenrade,unknown
2203,In De Houtzaagmolen,unknown
2204,Inari straat,female
2205,Industrie weg,male
2206,Johannes Jelgerhuis hof,male
2207,Pieter Van Den Heuvel pad,male
2208,Insulinde weg,male
2209,Internet straat,male
2210,Inzet,unknown
2211,Ir. B. Bijvoet brug,male
2212,Ir. Jakoba Mulder plein,female
2213,Irawan Soejono straat,male
2214,Iris laan,female
2215,Isaac Gogel weg,male
2216,Isaac Titsingh kade,male
2217,Isaak Gosses hof,male
2218,Isar weg,male
2219,IsaäC Asscher pad,female
2220,Iseo plantsoen,male
2221,Isolator weg,male
2222,IsraëL Querido straat,male
2223,Ite Boerema straat,male
2224,Iwan Kanteman plein,male
2225,J. Cals straat,male
2226,Roskam steeg,male
2227,J. De Koo straat,male
2228,J. Drijver weg,male
2229,J. Dunnebier straat,unknown
2230,J. Kruiswijk hof,female
2231,J.A. DèR Mouw straat,male
2232,J.C. Breen straat,female
2233,J.C. SchröDer straat,male
2234,J.C. Van Epen straat,male
2235,J.F. Ankersmit straat,unknown
2236,J.F. Berghoef plantsoen,unknown
2237,J.F. Van Hengel straat,male
2238,J.G. Suurhoff straat,unknown
2239,J.H. Hisgen pad,female
2240,J.H. Van Heek pad,female
2241,Jan Schaefer brug,male
2242,Jan Van Zutphen plantsoen,male
2243,J.H. Van Heek weg,male
2244,J.J. Cremer plein,male
2245,J.J. Cremer straat,male
2246,J.J. Viotta straat,unknown
2247,J.J.M. Vegter straat,male
2248,J.M. Den Uyl straat,male
2249,J.M. Van Der Mey laan,male
2250,J.P. Kloos straat,unknown
2251,J.S. Ruppert straat,male
2252,J.W. Siebbeles hof,female
2253,Jaag pad,female
2254,Jaap Eden straat,male
2255,Jaap Nunes Vaz straat,male
2256,Jaargetijden,unknown
2257,Jac. P. Thijsse plein,male
2258,Jan Voerman straat,male
2259,Jachthaven weg,male
2260,Jacob Bontiusplaats,male
2261,Jacob Burggraaf straat,male
2262,Jacob Cabeliau straat,male
2263,Jacob Cats kade,male
2264,Jacob De Rijk hof,male
2265,Jacob Frank hof,male
2266,Jacob Geel straat,male
2267,Jacob Groen plantsoen,male
2268,Jacob Honig straat,male
2269,Jacob Husley straat,male
2270,Jacob IsraëL De Haan straat,male
2271,Jacob Kraus straat,male
2272,Jacob KrüSe straat,male
2273,Jacob Maris plein,male
2274,Jacob Maris straat,male
2275,Jacob Melkman straat,male
2276,Jacob Obrecht plein,male
2277,Jacob Obrecht straat,male
2278,Jacob Olie pad,male
2279,Jacob Paff straat,male
2280,Jacob Til straat,male
2281,Jacob Van Lennep kade,male
2282,Jacob Van Lennep straat,male
2283,Jacob Van Maerlant straat,male
2284,Jacob Van Wassenaar Obdam straat,male
2285,Jacob Van Weesenbeke straat,male
2286,Jacobus Van Looy straat,male
2287,Jacobus Willems pad,female
2288,Jacques Perk straat,male
2289,Jacques Veltman straat,male
2290,Jaddanbai kade,male
2291,James Cook straat,male
2292,James Ross kade,male
2293,James Watt straat,male
2294,Jan Abelsz straat,male
2295,Jan Schaefer pad,male
2296,Jan Sluijters straat,male
2297,Jan Smit straat,male
2298,Jan Somer hof,male
2299,Jan Springer hof,male
2300,Jan Beijer pad,male
2301,Jan Berts straat,male
2302,Jan Bonga straat,male
2303,Jan Boterenbrood straat,male
2304,Jan Bottema straat,male
2305,Jan C. De Vos hof,male
2306,Jan Cele straat,male
2307,Jan Cupido hof,male
2308,Jan De Greef straat,male
2309,Jan De Jongh kade,male
2310,Jan De Jongh straat,male
2311,Jan De Louter pad,male
2312,Jan De Louter straat,male
2313,Jan Den Haen straat,male
2314,Jan Eisenloeffel straat,male
2315,Jan Swammerdam brug,male
2316,Jan Theunisz hof,male
2317,Jan ThoméE pad,male
2318,Jan Van Zutphen straat,male
2319,Jan Veth straat,male
2320,Jan Vlietman brug,male
2321,Jan Voermam straat,male
2322,Jan Evertsen straat,male
2323,Jan Goldschmeding straat,male
2324,Jan Hanzen straat,male
2325,Jan Haring straat,male
2326,Jan Janzen straat,male
2327,Jan Kist straat,male
2328,Jan Leliman hof,male
2329,Jan Ligthart straat,male
2330,Jan Luijken straat,male
2331,Jan Maijen straat,male
2332,Jan Mankes straat,male
2333,Jan Mens plein,male
2334,Jan Met De Hakengang,male
2335,Jan Musch straat,male
2336,Jan Nauta hof,male
2337,Jan Oudegeest straat,male
2338,Jan Peppink straat,male
2339,Jan Pieter Heije straat,male
2340,Jan Poyt straat,male
2341,Jan Punt straat,male
2342,Jan Rebel straat,male
2343,Jan Ringel straat,male
2344,Jan Toorop straat,male
2345,Jan Van Beers straat,male
2346,Jan Van Boendale straat,male
2347,Jan Van Der Neut hof,male
2348,Jan Van Duivenvoorde straat,male
2349,Jan Van Eijck straat,male
2350,Jan Van Galen straat,male
2351,Jan Van Goyen kade,male
2352,Jan Van Hout hof,male
2353,Jan Van Riebeek straat,male
2354,Jan Van Schaffelaar plantsoen,male
2355,Rosmarijn steeg,female
2356,Jan Vroegop singel,male
2357,Jan Willem Brouwers straat,male
2358,Jan Witheijn straat,male
2359,Jan Zijvertsz straat,male
2360,Jan Zwanenburg hof,male
2361,Janna Van Der Weg laan,male
2362,Janusz Korczak plantsoen,male
2363,Janusz Korczak straat,male
2364,Jara singel,male
2365,Jarmuiden,unknown
2366,Jasmijn laan,female
2367,Jasmijn straat,female
2368,Jason straat,male
2369,Jasper Leijnsen straat,male
2370,Jasper Warner straat,male
2371,Java kade,male
2372,Java plantsoen,female
2373,Java plein,female
2374,Java straat,female
2375,Jean Desmet straat,male
2376,Jeker straat,male
2377,Jelle Posthuma pad,male
2378,Jeltje De Bosch Kemper pad,female
2379,Jenner straat,male
2380,Jephta straat,male
2381,Jeremisegang,unknown
2382,Jesse Owens hof,male
2383,Jim Thorpe pad,male
2384,Jisperveld straat,unknown
2385,Joan Melchior Kemper straat,female
2386,Joan Muysken weg,female
2387,Joannes De Swaef hof,male
2388,Joannes Reddingius straat,male
2389,Jodenbree straat,unknown
2390,Johannes Meewis straat,male
2391,Joh.M. Coenen straat,male
2392,Johan Basius hof,male
2393,Johan Braakensiek hof,male
2394,Johan Broedelet straat,male
2395,Johan Brouwer pad,male
2396,Johan Colterman pad,male
2397,Johan Cousset straat,male
2398,Johan Cruijff Boulevard,male
2399,Johan De Meester straat,male
2400,Johan Greive straat,male
2401,Johan Herman Doorn straat,male
2402,Johan Hofman straat,male
2403,Johan Huijsen straat,male
2404,Johan Huizinga laan,male
2405,Johannes Post straat,male
2406,Rosmolen,unknown
2407,Johan Jongkind straat,male
2408,Johan Kern straat,male
2409,Johan Limpers straat,male
2410,Johan Ramaer straat,male
2411,Johan Rijnja straat,male
2412,Johan Schippers plantsoen,male
2413,Johan Van Der Keuken straat,male
2414,Johan Van Hasselt kade,male
2415,Johan Van Hasselt weg,male
2416,Johan Van Hulst brug,male
2417,Johan Van Kuyck straat,male
2418,Johan Van Soesdijk straat,male
2419,Johann Sieger straat,male
2420,Johanna Naber straat,female
2421,Johanna Reynvaan straat,female
2422,Rossini straat,male
2423,Johannes Van Der Waals straat,male
2424,Johannes Van Meurs hof,male
2425,Johannes Verhulst straat,male
2426,Johannes Vermeer plein,male
2427,Johannes Vermeer straat,male
2428,Johannes Worp straat,male
2429,Johannis De Rijke straat,male
2430,John Blankenstein straat,male
2431,John Coltrane straat,male
2432,John Fernhout hof,male
2433,John Franklin straat,male
2434,John Kelly pad,male
2435,John Locke hof,male
2436,John M. Keynes plein,male
2437,John Motley hof,male
2438,Johnny & Jones brug,male
2439,Jolicoeur straat,unknown
2440,Jolleman hof,female
2441,Jollen pad,female
2442,Jonagold straat,male
2443,Jonas DaniëL Meijer plein,male
2444,Jonathan hof,male
2445,Jonge Roelen steeg,female
2446,Joop Geesink weg,male
2447,Joos Banckers weg,male
2448,Joos De Moor straat,male
2449,Joost Bilhamer straat,male
2450,Joris Ivens plein,male
2451,Joris Ivens straat,male
2452,Joris Van Andringa straat,male
2453,Joris Van Den Bergh weg,male
2454,Joseph Haydn pad,male
2455,Joseph Scaliger straat,male
2456,Joseph Schumpeter straat,male
2457,Josephus Jitta straat,male
2458,Joubert straat,male
2459,Jouke Zietsma straat,male
2460,Jozef IsraëLs kade,male
2461,Jul 15-Mar 15,female
2462,Juliana Van Stolberg straat,male
2463,Juliana plein,female
2464,Julius Perger straat,male
2465,Jungfrau,female
2466,Jupiter straat,male
2467,Justus Halbertsma straat,male
2468,Kaapstad weg,male
2469,Kaasjeskruid straat,unknown
2470,Kaassluis,unknown
2471,Kabelgast straat,unknown
2472,Kabel weg,male
2473, Kade West,male
2474,Kadijks plein,female
2475,Kadoelen brug,male
2476,Kadoelen pad,female
2477,Kadoelen weg,male
2478,Kagelink kade,male
2479,Kajuit pad,female
2480,Kajuit weg,male
2481,Kalfjes laan,female
2482,Kalkmarkt,unknown
2483,Kalkoen straat,male
2484,Kalmar brug,male
2485,Kalmoes straat,unknown
2486,Kalverengang,unknown
2487,Kalverpassage,unknown
2488,Kalver straat,male
2489,Kalver toren,female
2490,Kamelengang,unknown
2491,Kamerlingh Onnes laan,female
2492,Kamerpalm hof,female
2493,Kamille straat,female
2494,Kamperfoelie weg,male
2495,Kampervenus pad,female
2496,Kanaal dijk,male
2497,Kanaal dijk Oost,male
2498,Kanaal dijk West,male
2499,Kanaal pad,female
2500,Kanaal straat,unknown
2501,Kanarie straat,male
2502,Kaneelappel straat,unknown
2503,Kanteel,unknown
2504,Kanters hof,female
2505,Kantershof pad,female
2506,Kantershof straat,unknown
2507,Kapkar pad,female
2508,Kapoeas weg,male
2509,Kapteyn straat,unknown
2510,Karakiet laan,female
2511,Kardoes Kokersgang,male
2512,Karel Doorman straat,male
2513,Karel Du Jardin straat,male
2514,Karel F. Vastenhoud pad,male
2515,Karel Klinkenberg straat,male
2516,Karper weg,male
2517,Karspel dreef,unknown
2518,Karthuizersdwars straat,unknown
2519,Karthuizers plantsoen,unknown
2520,Karthuizers straat,unknown
2521,Karton straat,male
2522,Karveel straat,unknown
2523,Kastanje laan,female
2524,Kastanje plein,female
2525,Kastelen straat,unknown
2526,Kasterlee park,female
2527,Kastrup straat,unknown
2528,Kees Broekman straat,male
2529,Kees Fens brug,male
2530,Katrijp straat,unknown
2531,Kattenburger gracht,unknown
2532,Kattenburger hof,female
2533,Kattenburger kade,male
2534,Kattenburgerkruis straat,unknown
2535,Kattenburger plein,female
2536,Kattenburger straat,unknown
2537,Kattengat,unknown
2538,Kattenrug brug,male
2539,Katwijk straat,unknown
2540,Kazerne straat,unknown
2541,Kea Bouman straat,female
2542,Keerpunt,unknown
2543,Keerwal,unknown
2544,Keerweer,unknown
2545,Kees Abspoel straat,male
2546,Kees Boeke straat,male
2547,Keesje Brijde plantsoen,male
2548,Keienberg weg,male
2549,Keizerrijk,unknown
2550,Keizers brug,male
2551,Keizers gracht,male
2552,Keizers straat,male
2553,Kelbergen,unknown
2554,Kelbergen pad,female
2555,Kemminkhorst weg,male
2556,Kempen laan,female
2557,Kempering,unknown
2558,Kerke pad,female
2559,Kerke pad Holysloot-Uitdam,female
2560,Kerk laan Zunder dorp,male
2561,Kerk straat,male
2562,Kermis pad,female
2563,Kerrie straat,female
2564,Kersen straat,male
2565,Kerstomaat plantsoen,unknown
2566,Kervel plantsoen,unknown
2567,Ketelhuis brug,male
2568,Ketelhuis plein,female
2569,Ketelmakerij,unknown
2570,Ketelmaker straat,unknown
2571,Ketel straat,male
2572,Keuren plein,female
2573,Kever berg,male
2574,Kiefskamp,unknown
2575,Kiek straat,female
2576,Kierkegaard straat,unknown
2577,Kieviets laan,female
2578,Kievit straat,unknown
2579,Kijkduin straat,unknown
2580,Kikkenstein,unknown
2581,Kikkenstein hof,female
2582,Kikkenstein straat,unknown
2583,Kikkerbloem,unknown
2584,Kimpo weg,male
2585,Kinderdijk straat,unknown
2586,Kinderverblijf,unknown
2587,King'S Dock straat,male
2588,Kingsford weg,male
2589,Kinker straat,unknown
2590,Kinrooi straat,unknown
2591,Kippe brug,female
2592,Klaartje De Zwarte - Walvisch brug,female
2593,Klaas Geerts plantsoen,male
2594,Klaas Kater straat,male
2595,Klaas Wannen,male
2596,Kleine Wittenburger straat,male
2597,Kleine Zonne plein,male
2598,Oudebrug steeg,unknown
2599,Klaprozen weg,male
2600,Klaren burg,male
2601,Klaroen straat,unknown
2602,Klatering pad,female
2603,Klaverblad straat,unknown
2604,Kleefkruid straat,unknown
2605,Kleersloot,unknown
2606,Kleine Beer straat,male
2607,Kleine Bickers straat,male
2608,Kleine Die straat,male
2609,Kleine-Gartman plantsoen,male
2610,Kleuter laan,female
2611,Klieverink weg,male
2612,Klimop brug,male
2613,Klimopstraatje,unknown
2614,Klimop weg,male
2615,Klinker weg,male
2616,Klipper straat,unknown
2617,Kloekhorst straat,unknown
2618,Klokkenberg weg,male
2619,Klokkengang,unknown
2620,Klooster straat,male
2621,Kloveniersburgwal,unknown
2622,Kloveniers steeg,unknown
2623,KlöNne Plein,female
2624,KlöNne plein,female
2625,Kneppelhout straat,unknown
2626,Kneppel weg,male
2627,Knokke straat,male
2628,Knollendam straat,unknown
2629,Kolfschoten straat,unknown
2630,Kolibri straat,male
2631,Kolksluis,unknown
2632,Kolk steeg,unknown
2633,Knsm- Laan,female
2634,Knuppel pad,female
2635,Ko Van Dijk hof,male
2636,Koedijk pad,female
2637,Koekoeks laan,female
2638,Koekoeks plein,female
2639,Koekoeks straat,unknown
2640,Koen Limperg straat,male
2641,Koenen kade,male
2642,Koeriersters plein,female
2643,Koe straat,male
2644,Koffie weg,female
2645,Kofschip straat,unknown
2646,Kogeldistel straat,unknown
2647,Kogge straat,unknown
2648,Koivisto kade,male
2649,Kolberg brug,male
2650,Koningspalm plein,female
2651,Oudekennis steeg,unknown
2652,Kollenberg weg,male
2653,Kombuis weg,male
2654,Kometen singel,male
2655,Komijn straat,unknown
2656,Kompas weg,male
2657,Konijnen straat,unknown
2658,Koningin Wilhelmina plein,female
2659,Koninginne Gang,male
2660,Koninginne weg,male
2661,Koningsbergen brug,male
2662,Koningsgang,unknown
2663,Konings laan,female
2664,Konings plein,female
2665,Konings straat,male
2666,Koog straat,male
2667,Koolpalm hof,female
2668,Koolrabi straat,unknown
2669,Koopvaarders plantsoen,unknown
2670,Koornhorst,unknown
2671,Koos Vorrink weg,male
2672,Kop Van Jut,male
2673,Koperslagerij,unknown
2674,Kopjacht plein,female
2675,Kopjacht straat,unknown
2676,Kopkewier pad,female
2677,Koppeling pad,female
2678,Koppenburg laan,female
2679,Kopra weg,male
2680,Korenbloem straat,unknown
2681,Korfbal straat,male
2682,Koriander straat,male
2683,Kormelink weg,male
2684,Korsjespoort steeg,unknown
2685,Korte Water,female
2686,Korte Zoutkeets gracht,female
2687,Korte 'S-Gravesande straat,female
2688,Korte Amstel straat,male
2689,Korte Blekers straat,female
2690,Korte Brug,female
2691,Korte De Witten straat,female
2692,Korte Dijk straat,male
2693,Korte Distel straat,male
2694,Korte Geuzen straat,female
2695,Korte Keizersdwars straat,female
2696,Korte Keizers straat,female
2697,Korte Kolk steeg,female
2698,Korte Koningsdwars straat,female
2699,Korte Konings straat,male
2700,Korte Korsjespoort steeg,female
2701,Korte Lepel straat,female
2702,Korte Lijnbaans steeg,female
2703,Korte Marnix kade,male
2704,Korte Marnix straat,male
2705,Korte Meerhuizen straat,female
2706,Korte Niezel,female
2707,Korte Ouderkerker brug,female
2708,Korte Ouderkerker dijk,male
2709,Korte Papaver weg,female
2710,Korte Prinsen gracht,female
2711,Korte Reguliersdwars straat,female
2712,Korte Schimmel straat,female
2713,Korte Spinhuis steeg,female
2714,Korte Storm steeg,male
2715,Korte Tol straat,male
2716,Korte Van Eeghen straat,male
2717,Korte Wagen straat,male
2718,Oudekerks brug,male
2719,Rossum plein,female
2720,Kortenaer straat,unknown
2721,Kortenaken straat,unknown
2722,Kortenberg pad,female
2723,Korteweg hof,female
2724,Kortrijk,female
2725,Kortvoort,unknown
2726,Kortwoude pad,female
2727,Kos pad,female
2728,Kostverloren straat,unknown
2729,Kostverloren weg,male
2730,Kotteraar straat,unknown
2731,Kotters pad,female
2732,Kousenband straat,unknown
2733,Kouter straat,unknown
2734,Kouwenoord,unknown
2735,Kouwenoord weg,male
2736,Koxhorn,unknown
2737,Kraaiennest,unknown
2738,Kratontuin,unknown
2739,Kreeft straat,unknown
2740,Kreek straat,male
2741,Krelis Louwen straat,male
2742,Kreta weg,female
2743,Kreupel steeg,unknown
2744,Kribbe straat,female
2745,Pablo Neruda laan,male
2746,Kraaiennest pad,female
2747,Kraaien plein,female
2748,Kraailook straat,unknown
2749,Kraaipan straat,unknown
2750,Kraandrijver straat,unknown
2751,Kraansluis,unknown
2752,Kraanspoor,unknown
2753,Krabbendam straat,unknown
2754,Kraijenhoff straat,unknown
2755,Kralenbeek,unknown
2756,Kramat plantsoen,male
2757,Kramat weg,male
2758,Krammer straat,male
2759,Kranen burg,male
2760,Krasseur straat,unknown
2761,Rostock brug,male
2762,Krijn Breur straat,male
2763,Krijn Taconis kade,male
2764,Krom Boomssloot,male
2765,Krombek straat,unknown
2766,Kromme Distel straat,male
2767,Kromme Leimuiden straat,unknown
2768,Kromme Palm straat,male
2769,Kromme Waal,female
2770,Kromme-Mijdrecht straat,unknown
2771,Krommehoek straat,unknown
2772,Krommenie straat,unknown
2773,Krommert straat,unknown
2774,Kromwijk dreef,unknown
2775,Kronstadt brug,male
2776,Kroon weg,male
2777,Kruit berg,male
2778,Krooswijk hof,female
2779,Kroot straat,female
2780,Kropaar straat,unknown
2781,Kruger plein,male
2782,Kruisbessen straat,unknown
2783,Kruisheren pad,female
2784,Kruis laan,female
2785,Kruithuis straat,unknown
2786,Krulsla plantsoen,unknown
2787,Kruysweer straat,unknown
2788,Ks. Ibis plantsoen,male
2789,Ks. Ibis weg,male
2790,Kuilsenhof weg,male
2791,Kuinder straat,unknown
2792,Kuiperberg weg,male
2793,Kuipers steeg,female
2794,Kuipers straat,female
2795,Kunst brug,male
2796,Kurk,male
2797,Kustvaarder straat,unknown
2798,Kwadijker straat,unknown
2799,Kwadrant weg,male
2800,Kwakers plein,female
2801,Kwakers straat,unknown
2802,Kwartel straat,unknown
2803,Kwartiermeester straat,unknown
2804,Kweekhoven,unknown
2805,Kweek pad,female
2806,Kwekerij laan,female
2807,Kwelder weg,male
2808,Kwintsheul straat,unknown
2809,KöLpin straat,unknown
2810,L. Van Sonsbeeck straat,male
2811,L.J.M. Beel straat,female
2812,La Guardia weg,male
2813,La Meye,female
2814,Lambert Rima straat,male
2815,Luchtvaart straat,unknown
2816,Laagte Ka dijk,male
2817, Laan Der Hesperiden,female
2818, Laan Van Spartaan,male
2819, Laan Van Vlaanderen,male
2820,Laan weg,female
2821,Laarderhoogt weg,male
2822,Laarzen pad,female
2823,Lambertus Zijl plein,female
2824,Lamong gracht,male
2825,Lampenisten straat,unknown
2826,Lampong straat,male
2827,Lanaken straat,unknown
2828,Land Van Cocagne plein,male
2829,Landbouw straat,unknown
2830,Landlust pad,female
2831,Landskroon,unknown
2832,Landsmeerder dijk,male
2833,Landsteiner straat,unknown
2834,Landzicht,unknown
2835,Lange straat,male
2836,Langkat straat,male
2837,Langsom,unknown
2838,Langswater,unknown
2839,Langbroek dreef,unknown
2840,Langbroek pad,female
2841,Lange Distel straat,male
2842,Lange Houtgang,male
2843,Lange Leidsedwars straat,male
2844,Lange Niezel,female
2845,Lange Stammer dijk,male
2846,Lange Vogel straat,male
2847,Lange Vonder,male
2848,Langebrug steeg,unknown
2849,Lariks laan,female
2850,Lassus straat,unknown
2851,Lastage weg,male
2852,Latex weg,male
2853,Latherus straat,unknown
2854,Lathyrus laan,female
2855,Lau Mazirel straat,female
2856,Lauernesse straat,unknown
2857,Laurier gracht,male
2858,Laurier hof,male
2859,Laurier straat,male
2860,Lavas pad,female
2861,Lavendel straat,unknown
2862,Lavoisier straat,male
2863,Le Maire kade,male
2864,Le Maire straat,female
2865,Le Tourmalet,unknown
2866,Lederambacht straat,unknown
2867,Leendert Schijveschuurder straat,male
2868,Leendert Valstar hof,male
2869,Leenhof straat,unknown
2870,Leerdam hof,female
2871,Leidse plein,female
2872,Leeuwarder weg,male
2873,Leeuwendalers pad,female
2874,Leeuwendalers weg,male
2875,Leeuwenhoek straat,unknown
2876,Leeuwenwerf,unknown
2877,Leeuwerik laan,female
2878,Leeuwerik straat,unknown
