,road_name,gender
3824,Pieter Post pad,male
3825,Piet Heintunnel,male
3826,Piet Ikelaar pad,male
3827,Piet Kranenberg pad,male
3828,Piet Laroo straat,male
3829,Piet Meerburg brug,male
3830,Piet Moeskops pad,male
3831,Piet Moes pad,male
3832,Piet Mondriaan plein,male
3833,Piet Mondriaan straat,male
3834,Piet Nak straat,male
3835,Piet Paaltjens pad,male
3836,Piet Peelen brug,male
3837,Piet Wiedijk straat,male
3838,Piet Zwart hof,male
3839,Pieter Post singel,male
3840,Scharwouder straat,unknown
3841,Pieter A. Van Heijninge straat,male
3842,Pieter Aertsz straat,male
3843,Pieter Bast straat,male
3844,Pieter Boorsma pad,male
3845,Pieter Bor straat,male
3846,Pieter Caland laan,male
3847,Pieter Caland plantsoen,male
3848,Pieter Cornelisz. Hooft straat,male
3849,Pieter De Hooch straat,male
3850,Pieter Jacobszdwars straat,male
3851,Pieter Jacobsz straat,male
3852,Pieter Weers pad,male
3853,Pieter Zeeman laan,male
3854,Pietersberg weg,male
3855,Pigment straat,male
3856,Pijlkruid straat,unknown
3857,Pijl steeg,unknown
3858,Pikolet straat,unknown
3859,Pilatus,unknown
3860,Pilau brug,male
3861,Piloten straat,unknown
3862,Pina Bausch plein,female
3863,Pinas straat,male
3864,Pindos pad,female
3865,Pindos weg,male
3866,Pinksterbloem straat,unknown
3867,Pioenen laan,female
3868,Piraeus plein,female
3869,Piri Reis plein,male
3870,Pirin steeg,female
3871,Pirola straat,male
3872,Pisuisse hof,female
3873,Plaatwerker straat,unknown
3874,Plancius straat,unknown
3875,Planeten plein,female
3876,Planeten straat,unknown
3877,Plantage Bad laan,female
3878,Plantage Dok laan,female
3879,Plantage Kerk laan,male
3880,Plantage Lepel laan,female
3881,Plantage Midden laan,female
3882,Plantage Muider gracht,unknown
3883,Plantage Park laan,female
3884,Plantage Westerman laan,female
3885,Plantage kade,male
3886,Platanen weg,male
3887,Platenwagen weg,male
3888,Plato straat,male
3889,Pleimuiden,unknown
3890, Plein '40-'45,female
3891,Reinaert De Vos straat,male
3892, Plein Spanje '36-'39,female
3893,Plejaden plein,female
3894,Plejaden weg,male
3895,Plesman laan,female
3896,Pleso straat,unknown
3897,Plimsoll weg,male
3898,Ploeg straat,unknown
3899,Plotter straat,male
3900,Plutarchus straat,unknown
3901,Pluto straat,male
3902,Pluvier plein,female
3903,Pluvier straat,male
3904,Poederooien straat,unknown
3905,Poeldijk straat,unknown
3906,Poentunnel,unknown
3907,Poggenbeek straat,unknown
3908,Polder weg,male
3909,Polijster weg,male
3910,Pollux plein,male
3911,Pollux straat,male
3912,Polonceau- Kade,male
3913,Polsbroek straat,unknown
3914,Polygoon gracht,unknown
3915,Pomona straat,female
3916,Pompman straat,unknown
3917,Pond Sterling laan,male
3918,Ponser straat,unknown
3919,Pontanus straat,unknown
3920,Pont plein,male
3921,Pontsteiger,unknown
3922,Poolster straat,unknown
3923,Pool straat,male
3924,Poortland,unknown
3925,Purmer hof,female
3926,Reinhard Dozy hof,male
3927,Poppendammer gouw,female
3928,Populieren laan,female
3929,Populieren weg,male
3930,Populier straat,unknown
3931,Portengen straat,unknown
3932,Portsmuiden,unknown
3933,Posbank pad,female
3934,Postje Van Gerrit Vreling,male
3935,Postjes kade,male
3936,Postjes weg,male
3937,Potgieter straat,unknown
3938,Potvis straat,unknown
3939,Prado laan,male
3940,Raam straat,male
3941,Prater laan,female
3942,Preanger straat,unknown
3943,Presanella,unknown
3944,President Allende laan,male
3945,President Brand straat,male
3946,President Kennedy plantsoen,male
3947,President Steyn plantsoen,male
3948,President Steyn straat,male
3949,Pretorius straat,unknown
3950,Prikneus,unknown
3951,Princes Dock straat,male
3952,Prins Bernhard plein,male
3953,Professor J.H. Gunning straat,male
3954,Professor Oranje straat,male
3955,Profilti gracht,unknown
3956,Programmeur straat,unknown
3957,Prins Hendrik kade,male
3958,Prins Hendrik laan,male
3959,Prinseneiland,unknown
3960,Propaan weg,male
3961,Propeller straat,female
3962,Psychiatrisch,unknown
3963,Puck Van Duyne Brouwer brug,male
3964,Raasdorper weg,male
3965,Rachel Ruysch brug,female
3966,Prinsen gracht,male
3967,Prinsenhofs steeg,unknown
3968,Prinsenliefhebbersgang,unknown
3969,Prinsensluis,unknown
3970,Prinsen straat,male
3971,Prinses Amalia plein,female
3972,Prinses Irene straat,female
3973,Prinses Margriet straat,female
3974,Prinses Marijke straat,female
3975,Printer straat,male
3976,Processor straat,male
3977,Prof. H. Bavinck straat,male
3978,Prof. Ph. Kohnstamm straat,male
3979,Prof. R. Casimir straat,male
3980,Prof. Tulp plein,male
3981,Provinciale weg,female
3982,Puiflijk pad,female
3983,Pumori plein,female
3984,Punters pad,female
3985,Purmer plein,female
3986,Purmer weg,male
3987,Purperhoedenveem,unknown
3988,Putten pad,female
3989,Putter plantsoen,male
3990,Putter straat,male
3991,PyreneeëN,unknown
3992,Pythagoras straat,male
3993,Quellijn straat,unknown
3994,Quinten Massijs straat,male
3995,R. Castelijn straat,unknown
3996,R.J.H. Fortuyn plein,female
3997,R.J.H. Fortuyn straat,unknown
3998,Raadhuis straat,unknown
3999,Raamdwars straat,unknown
4000,Raam gracht,male
4001,Raam plein,male
4002,Raampoort,unknown
4003,Raam steeg,male
4004,Radar weg,male
4005,Radboud,male
4006,Rademaker straat,male
4007,Raden Adjeng Kartini straat,male
4008,Raderboot straat,unknown
4009,Raoul Wallenberghofje,male
4010,Raoul Wallenberg straat,male
4011,Rapen burg,male
4012,Rapenburger plein,female
4013,Rapenburger straat,unknown
4014,Rapengang,unknown
4015,Raphael Lemkin straat,male
4016,RaphaëL plein,male
4017,RaphaëL straat,male
4018,Ravenstein plein,female
4019,Ravenstein straat,unknown
4020,Raven straat,male
4021,Ravenswaai pad,female
4022,Ravenwerf,unknown
4023,Radio weg,male
4024,Rai Parking 9-10,male
4025,Rail-Construction Road,male
4026,Ramskooi,unknown
4027,Randmeer singel,male
4028,Rand weg,male
4029,Randwijk hof,female
4030,Rangeerder straat,unknown
4031,Ranonkel kade,male
4032,Ranonkul laan,female
4033,Reinier Claeszen plein,male
4034,Recht Boomssloot,female
4035,Recycle Point,male
4036,Reesluis,unknown
4037,Ree straat,male
4038,Reewijk plein,female
4039,Regge straat,male
4040,Reguliersbree straat,unknown
4041,Reguliersdwars straat,unknown
4042,Reguliers gracht,unknown
4043,Reigersbos,unknown
4044,Reigersbosachterom,unknown
4045,Reigersbos dreef,unknown
4046,Reigersbos pad,female
4047,Reiger weg,male
4048,Reijnier Vinkeles kade,male
4049,Reimerswaal straat,unknown
4050,Reina Prinsen Geerligs straat,female
4051,Scheepmakers kade,male
4052,Reinier Claeszen straat,male
4053,Reinier Engelman straat,male
4054,Reinveen,unknown
4055,Reitdiep straat,unknown
4056,Reitz straat,male
4057,Reizigers weg,male
4058,Reling,unknown
4059,Rembrandt park,female
4060,Rembrandt plein,male
4061,Remijden,unknown
4062,Remmerden plein,female
4063,Rengerskerke straat,unknown
4064,Renkum hof,female
4065,Renooi plein,female
4066,Renswoude straat,unknown
4067,Reseda straat,female
4068,Retief straat,male
4069,Retiro brug,male
4070,Revaleiland,unknown
4071,Reyer Anslo straat,male
4072,Rhea straat,female
4073,Rudi Van Dantzig straat,male
4074,Rhenen hof,male
4075,Rhijnestein,unknown
4076,Rhijnspoor plein,female
4077,Rhijnvis Feith straat,male
4078,Rhodos weg,male
4079,RhôNe weg,male
4080,Ribes straat,female
4081,Richard Hol straat,male
4082,Richard Wagner straat,male
4083,Ridderspoor weg,male
4084,Rie Mastenbroek straat,female
4085,Riekerhaven brug,male
4086,Rieker weg,male
4087,Rode Kruis straat,male
4088,Schokland straat,unknown
4089,Rietland park,female
4090,Rietlandterras,unknown
4091,Rietnesse,unknown
4092,Riet veld SchröDer pad,female
4093,Rietwijker straat,unknown
4094,Rietzanger weg,male
4095,Riga kade,male
4096,Rigel straat,male
4097,Rijgersborgh,unknown
4098,Rijksstraat weg,male
4099,Rijn kade,male
4100,Rijnland laan,female
4101,Rijnsburg straat,unknown
4102,Rijn straat,male
4103,Rijsbes straat,unknown
4104,Rijssenburg hof,female
4105,Rijswijk straat,unknown
4106,Rijtuigen hof,female
4107,Ring dijk,male
4108,Ring dijk Blijkmeer,male
4109,Ringslang pad,female
4110,Rodenrijs straat,unknown
4111,Roebel kade,male
4112,Roelant straat,male
4113,Rudolf Agricola straat,male
4114,Ring weg-Noord,male
4115,Roelof Hart plein,male
4116,Roelof Hart straat,male
4117,Roelof Klein pad,male
4118,Roemer,male
4119,Ring weg-Oost,male
4120,Ring weg-Zuid,male
4121,Rinus Michels laan,male
4122,Riouw straat,male
4123,Rita Reys brug,female
4124,Ritzema Bos straat,male
4125,Robbert Cijfer straat,male
4126,Robert Douma straat,male
4127,Robert Fruin laan,male
4128,Robert Koch plantsoen,male
4129,Robert Scott plein,male
4130,Robert Scott straat,male
4131,RobiëNna brug,male
4132,Rochussen straat,unknown
4133,Ring weg-West,male
4134,Rocket straat,male
4135,Rode Brug,male
4136,Roemer Visscher straat,male
4137,Roepie Kruize straat,unknown
4138,Roer straat,male
4139,Roeselare straat,unknown
4140,Roesiel,unknown
4141,Roeters straat,male
4142,Roggeveen straat,unknown
4143,Rokin,male
4144,Rolleman straat,unknown
4145,Rombout Hogerbeets straat,male
4146,Romeinsarm steeg,unknown
4147,Romero straat,male
4148,Rondeel,unknown
4149,Rookmelder straat,unknown
4150,Roomolen straat,unknown
4151,Roompot straat,unknown
4152,Roomtuintjes,unknown
4153,Salzmann hof,female
4154,Roosevelt laan,male
4155,Roosje Vos pad,female
4156,Roosje Vos straat,female
4157,Rooswijck,unknown
4158,Rosa Luxemburg straat,female
4159,Rosa Manus straat,female
4160,Rosa Overbeek brug,female
4161,Roseboom,unknown
4162,Rosendaal straat,unknown
4163,Sam De Wolff straat,male
4164,Rotterdamse pad,female
4165,Rousseau straat,male
4166,Rozenboom steeg,unknown
4167,Rozenburg laan,female
4168,Rozengang,unknown
4169,Rozen gracht,female
4170,Rozen laan,female
4171,Rozenoord pad,female
4172,Rozen straat,female
4173,Rozijnen straat,unknown
4174,Rubens straat,male
4175,Rudi Bloemgarten singel,male
4176,Schaepman straat,unknown
4177,Rudolf Diesel straat,male
4178,Rudolf Nurejev straat,male
4179,Ruigoord,unknown
4180,Ruijgoord weg,male
4181,Ruimzicht,unknown
4182,Ruisbeek hof,female
4183,Ruiseveen pad,female
4184,Ruisriet straat,unknown
4185,Rumbeke,unknown
4186,Rumphius straat,unknown
4187,Run straat,male
4188,Rusland,male
4189,Rustenburgerdwars straat,unknown
4190,Rustenburger straat,unknown
4191,Rusthof pad,female
4192,Rusthof straat,unknown
4193,Ruwels pad,female
4194,Ruwelswal,unknown
4195,Ruys De Beerenbrouck straat,male
4196,Ruysch straat,unknown
4197,Ruysdael kade,male
4198,Ruysdael straat,male
4199,RéAumur straat,unknown
4200,RöNtgen straat,unknown
4201,S. F. Van Oss straat,male
4202,Saaftinge straat,unknown
4203,Saenredam straat,unknown
4204,Saffier straat,unknown
4205,Sagitta hof,female
4206,Sajet plein,female
4207,Salamander brug,male
4208,Salamander steeg,male
4209,Salentein pad,female
4210,Salland straat,unknown
4211,Saltet straat,unknown
4212,Sam Van Houten straat,male
4213,Samenwerking,unknown
4214,Samos straat,male
4215,Sandenburch,unknown
4216,Sanderijn straat,female
4217,Sandhorst,unknown
4218,Sandino straat,male
4219,Sandwijk,unknown
4220,Sanne Sannes hof,female
4221,Santorini weg,male
4222,Sape Kuiper plantsoen,male
4223,Sara Burgerhart straat,female
4224,Sarah Vaughan straat,female
4225,Sardinië Weg,male
4226,Sarphati kade,male
4227,Sarphati park,female
4228,Schager laan,female
4229,Schaik straat,unknown
4230,Schakel straat,unknown
4231,Schalkwijk pad,female
4232,Schapenburger pad,female
4233,Schapen steeg,unknown
4234,Scharen burg,male
4235,Schollenbrug pad,female
4236,Sarphati straat,unknown
4237,Saskia Van Uijlenburg kade,female
4238,Sassenheim straat,unknown
4239,Saturnus straat,male
4240,Sausalito laan,female
4241,Savelsbos,unknown
4242,Saxen-Weimar laan,male
4243,Saxenburgerdwars straat,unknown
4244,Saxenburger straat,unknown
4245,Scanner straat,male
4246,Schaaf straat,unknown
4247,Schaarbeek straat,unknown
4248,Schaarsbergen straat,unknown
4249,Scheepsbouwers weg,male
4250,Scheepsbouw kade,male
4251,Scheepsbouw weg,male
4252,Scheepsjongen plein,female
4253,Scheepstimmerman straat,unknown
4254,Schelde plein,female
4255,Schelde straat,unknown
4256,Schellingwouder Kerkepads brug,male
4257,Schellingwouder dijk,male
4258,Schelluinen straat,unknown
4259,Schelvisch Hoofd,female
4260,Schepenberg weg,male
4261,Schollenbrug straat,unknown
4262,Schone Wees pad,female
4263,Schepen laan,female
4264,Schermer straat,male
4265,Scherpenzeel straat,unknown
4266,Schieman straat,unknown
4267,Schiermonnikoog straat,unknown
4268,Schierstins,unknown
4269,Schilling dijk,female
4270,Schimmel straat,female
4271,Schinkelhaven kade,male
4272,Schinkelhaven straat,unknown
4273,Schinkel kade,male
4274,Schipbeek straat,unknown
4275,Schipluiden laan,female
4276,Schipmolen,unknown
4277,Schippers gracht,female
4278,Schippers straat,female
4279,Schoener straat,unknown
4280,Schoenmakersgang,unknown
4281,Schoffel straat,unknown
4282,Schokkerjacht dijk,male
4283,Schokkers pad,female
4284,Schonerwoerd straat,unknown
4285,Schoolmeester straat,unknown
4286,School pad,female
4287,Schooltuin pad,female
4288,Schoonboom straat,unknown
4289,Schoonhoven dreef,unknown
4290,Schoorl straat,unknown
4291,Schoorsteenvegers pad,female
4292,Schoorsteenvegers steeg,unknown
4293,Schopenhauer hof,male
4294,Schorpioen straat,unknown
4295,Schor straat,male
4296,Schotse Hooglanden,unknown
4297,Schotse Huizen pad,female
4298,Schottenburchs brug,male
4299,Schouten steeg,male
4300,Schouw straat,unknown
4301,Schoven straat,unknown
4302,Schubert straat,male
4303,Schuitenhuis straat,unknown
4304,Schurenberg weg,male
4305,Schuttersgalerij,unknown
4306,Schutter weg,male
4307,Schweigmann straat,unknown
4308,Scotuslaantje,unknown
4309,Sean Macbride straat,male
4310,Seifert plein,female
4311,Sinderen straat,unknown
4312,Seine weg,male
4313,Seinwachter straat,unknown
4314,Seizoenen hof,female
4315,Sem Presser hof,male
4316,Semarang straat,male
4317,Seneca straat,male
4318,Senefelder straat,unknown
4319,Serang brug,male
4320,Serang gracht,male
4321,Serge Lifar steeg,male
4322,Servaes Nouts straat,male
4323,Servet steeg,male
4324,Sextant weg,male
4325,Shackleton straat,male
4326,Shetland pad,female
4327,Siboga straat,unknown
4328,Sibrandus Stratingh straat,unknown
4329,Sicilië Weg,male
4330,Sieg Vaz Dias straat,male
4331,Sint-Jans brug,male
4332,Sint-Truiden straat,male
4333,Sirius straat,male
4334,Sirkeci brug,male
4335,Sierenborch,unknown
4336,Sier plein,female
4337,Sieverdink pad,female
4338,Sijlhoff,unknown
4339,Sijpestein,unknown
4340,Sijsjesberg weg,male
4341,Sijsjes straat,unknown
4342,Sikkel straat,unknown
4343,Silene straat,female
4344,Silodam,unknown
4345,Silvolde straat,unknown
4346,Silvretta,unknown
4347,Simon Carmiggelt brug,male
4348,Simon Carmiggelt straat,male
4349,Simon Stevin straat,male
4350,Simon Van Gijn pad,male
4351,Simon Van Woerden straat,male
4352,Simone De Beauvoir straat,female
4353,Simonshaven straat,unknown
4354,Simonskerke straat,unknown
4355,Simplon,unknown
4356,Simson straat,male
4357,Sinaasappel straat,unknown
4358,Slingerbeek straat,unknown
4359, Singel,male
4360,Singer straat,male
4361,Sinjeur Semeyns straat,unknown
4362,Sint Agnieten straat,male
4363,Sint Andries hof,male
4364,Sint Annendwars straat,male
4365,Sint Annen straat,male
4366,Sint Antoniesbree straat,male
4367,Sint Antoniesluis,male
4368,Sint Barberen straat,male
4369,Sint Bernhardpas,male
4370,Sint Geertruiden steeg,male
4371,Sint Gilles hof,male
4372,Sint Jacobsdwars straat,male
4373,Sint Jacobs straat,male
4374,Sint Jans straat,male
4375,Sint Joris steeg,male
4376,Sint Joris straat,male
4377,Sint LuciëN steeg,male
4378,Sint Nicolaas straat,male
4379,Sint Olofspoort,male
4380,Sint Olofs steeg,male
4381,Sint Pietershal steeg,male
4382,Sint Pieterspoort steeg,male
4383,Sint Willibrordusdwars straat,male
4384,Sint Willibrordus straat,male
4385,Sint-Hubert pad,female
4386,Sixhaven weg,male
4387,SkûTsjes pad,female
4388,Slaak straat,unknown
4389,Slagersgang,unknown
4390,Slangen burg,male
4391,Slangenwortel,unknown
4392,Slapers steeg,unknown
4393,Slatuinen weg,male
4394,Slauerhoff straat,unknown
4395,Sleewijk straat,unknown
4396,Slego,unknown
4397,Slepers steeg,unknown
4398,Sleutelbloem straat,unknown
4399,Sleutel brug,male
4400,Slibvelden weg,male
4401,Slichtenhorst straat,unknown
4402,Sliedrecht straat,unknown
4403,Slijk straat,unknown
4404,Slijper weg,male
4405,Slijter straat,unknown
4406,Slikkerveer straat,unknown
4407,Slimme weg,male
4408,Slinger laan,female
4409,Slochter weg,male
4410,Sloe straat,male
4411,Slootdorp straat,unknown
4412,Sloot straat,unknown
4413,Sloterdijker brug,male
4414,Sloterdijker weg,male
4415,Sloterdijk steeg,unknown
4416,Sloterdijk straat,unknown
4417,Sloter kade,male
4418,Slotermeer laan,female
4419,Snorrenhoef straat,unknown
4420,Society brug,female
4421,Socrates straat,male
4422,Soembawa straat,unknown
4423,Sloter weg,male
4424,Slufter,unknown
4425,Sluis straat,unknown
4426,Smak steeg,male
4427,Smaragd plein,female
4428,Smaragd straat,female
4429,Smederij,male
4430,Smederij Meister brug,male
4431,Smit straat,female
4432,Sneeuwbal straat,unknown
4433,Sneeuwbal weg,male
4434,Snellerwaard gracht,unknown
4435,Snelleveld plein,female
4436,Snelleveld straat,unknown
4437,Snellius straat,unknown
4438,Snijdersberg weg,male
4439,Snodenhoek park,female
4440,Snoekjes brug,male
4441,Snoekjes gracht,unknown
4442,Snoekjes steeg,unknown
4443,Soestdijk straat,unknown
4444,Soesterberg hof,female
4445,Soetendaal,unknown
4446,Software weg,male
4447,Solebay straat,unknown
4448,Solitudo brug,male
4449,Solitudo laan,female
4450,Solitudo pad,female
4451,Solo straat,male
4452,Somerlust pad,female
4453,Sommelsdijk straat,unknown
4454,Sonderbuur,unknown
4455,Sonia Gaskell straat,female
4456,Sonja Henie pad,female
4457,Sonne veld,female
4458,Sontvaarder straat,unknown
4459,Sophia laan,female
4460,Sophie Redmond plein,female
4461,Spaanse Brabander straat,unknown
4462,Spakenburg straat,unknown
4463,Spinoza straat,male
4464,Spitskop straat,unknown
4465,Spaarndammer dijk,male
4466,Spaarndammer plantsoen,unknown
4467,Spaarndammer straat,unknown
4468,Spaarndammertunnel,unknown
4469,Spaarnwouder dijk,male
4470,Spaarpot steeg,unknown
4471,Spadina laan,female
4472,Spa hof,female
4473,Spinnekop,unknown
4474,Spinoza hof,male
4475,Splinter Bakkers steeg,male
4476,Spakler weg,male
4477,Spanderswoud straat,unknown
4478,Spangen hof,female
4479,Spankeren kade,male
4480,Sparren laan,female
4481,Sparren weg,male
4482,Specht laan,female
4483,Specht straat,female
4484,Speelman straat,unknown
4485,Speerdistel straat,unknown
4486,Speer straat,male
4487,Spelderholt,unknown
4488,Spengen pad,female
4489,Sperwer laan,female
4490,Speulde straat,unknown
4491,Spica straat,female
4492,Spiegel brug,male
4493,Spiegel gracht,male
4494,Spijkerboor steeg,unknown
4495,Spijker kade,male
4496,Spijtellaantje,unknown
4497,Spinaker,unknown
4498,Spinaker hof,female
4499,Spinhuis steeg,unknown
4500,Spoor pad,female
4501,Spoorslag,unknown
4502,Sporaden laan,female
4503,Sportas,unknown
4504,Sport laan,male
4505,Sport park De Weeren,male
4506,Sport park Kadoelen,male
4507,Sport park Oostzanerwerf,male
4508,Sport park Sloten,male
4509,Sport park Spieringhorn,male
4510,Sportpark laan,female
4511,Sport straat,male
4512,Spreeuwen laan,female
4513,Spreeuwen park,female
4514,Sprinkler straat,male
4515,Spui,female
4516,Tegenhouder straat,unknown
4517,Spui straat,female
4518,Spyridon Louis weg,male
4519,St Hubert pad,female
4520,St. Thomas steeg,male
4521,Staal kade,male
4522,Staalman park,female
4523,Staalmeesters laan,female
4524,Staal straat,male
4525,Staatslieden brug,male
4526,Stade De Colombes,unknown
4527,Starrenbosch straat,unknown
4528,Statenjacht straat,unknown
4529,Station Ganzenhoef,female
4530,Stadhouders kade,male
4531,Stadion kade,male
4532,Stadion plein,female
4533,Station Noord,female
4534,Station Rai,male
4535,Station Zuid,female
4536,Stations plein,female
4537,Staverden plein,female
4538,Steelvliet plein,female
4539,Steenbok straat,unknown
4540,Steenderen straat,unknown
4541,Stadion weg,male
4542,Stag hof,male
4543,Stammer dijk,male
4544,Stammerland weg,male
4545,Stapels,unknown
4546,Staring plein,female
4547,Staring straat,unknown
4548,Steengroeven pad,female
4549,Steenhouwersgang,unknown
4550,Steenhouwers steeg,unknown
4551,Steiger 1,unknown
4552,Steiger 2,unknown
4553,Steiger 3,unknown
4554,Steiger 4,unknown
4555,Steiger 5,unknown
4556,Steiger 6,unknown
4557,Steiger 7,unknown
4558,Steiger 8,unknown
4559,Steiger A,unknown
4560,Steiger B,unknown
4561,Steiger C,unknown
4562,Steiger D,unknown
4563,Stekkenberg weg,male
4564,Stellendam straat,unknown
4565,Stelling weg,male
4566,Stenen Beer,male
4567,Stenen Hoofd,female
4568,Stenendok weg,male
4569,Steng hof,female
4570,Stentor straat,male
4571,Stephenson straat,male
4572,Stepping Stones,male
4573,Sterappel straat,unknown
4574,Sterken burg,male
4575,Sterren plein,female
4576,Sterren straat,unknown
4577,Stettineiland,unknown
4578,Steve Biko plein,male
4579,Steven Van Dorpel pad,male
4580,Steven Vennecool straat,male
4581,Sticht straat,unknown
4582,Stieltjes straat,unknown
4583,Stier straat,male
4584,Stintse pad,female
4585,Stoel En Spree hof,male
4586,Stoelenmatters pad,female
4587,Stoker kade,male
4588,Stolwijk straat,unknown
4589,Stompetoren straat,unknown
4590,Stromboli weg,male
4591,Struisgras straat,unknown
4592,Stoomboot weg,male
4593,Stoomgemaal straat,unknown
4594,Storm steeg,male
4595,Stormvloedkering straat,unknown
4596,Stoutenburg gracht,unknown
4597,Stracké Straat,unknown
4598,Stralsund brug,male
4599,Strandvliet pad,female
4600,Strawinsky laan,female
4601,Streefkerk straat,unknown
4602,Strekker weg,male
4603,Stromarkt,unknown
4604,Stuurman kade,male
4605,Stuyvesant straat,male
4606,Subang straat,male
4607,Suikerbakkers steeg,unknown
4608,Suikerdiefje straat,unknown
4609,Suikerpeer pad,female
4610,Suiker plein,female
4611,Sumatra kade,male
4612,Sumatra plantsoen,male
4613,Sumatra straat,male
4614,Suriname kade,male
4615,Suriname plein,female
4616,Suriname straat,male
4617,Suze Groeneweg plantsoen,female
4618,Suze Robertson straat,male
4619,Swalm straat,unknown
4620,Swammerdam straat,unknown
4621,Sylvia pad,female
4622,Taandwars straat,unknown
4623,Taan straat,female
4624,Tafelberg weg,male
4625,Tak steeg,female
4626,Talbot straat,male
4627,Talma straat,female
4628,Taman Sapituin,male
4629,Tamarisk hof,female
4630,Tartaud-Klein hof,male
4631,Tasman straat,male
4632,Teerketel steeg,unknown
4633,Tefelen straat,unknown
4634,Tegelarij pad,female
4635,Teilingen,unknown
4636,Teixeira De Mattos straat,male
4637,Tekkop straat,unknown
4638,Telders hof,female
4639,Teleport boulevard,male
4640,Telescoop hof,female
4641,Tempelhof straat,unknown
4642,Ten Kate plein,female
4643,Ten Kate straat,female
4644,Tender straat,female
4645,Tenerife straat,male
4646,Teniers straat,unknown
4647,Ter Gouw straat,female
4648,Ter Haar straat,male
4649,Ter Kleef,male
4650,Terheide weg,male
4651,Terlet straat,unknown
4652,Termieter gouw,female
4653,Termieter weg,male
4654,Titus Van Rijn straat,male
4655,Tjasker,unknown
4656,Tweede Egelantiersdwars straat,male
4657,Termini,female
4658,Ternate straat,unknown
4659,Terp straat,female
4660,Terschelling straat,male
4661,Tervuren pad,female
4662,Tesla straat,female
4663,Tesselschade straat,unknown
4664,Teteringen straat,unknown
4665,Tetje De Jong brug,male
4666,Teuge straat,unknown
4667,Texel plein,female
4668,Texel weg,male
4669,Teyler plein,male
4670,Th. J. Lammers laan,female
4671,Th. K. Van Lohuizen laan,male
4672,Th. Weevers weg,male
4673,Theems weg,male
4674,Theo Fransman brug,male
4675,Theo Frenkel hof,male
4676,Theo Koomen pad,male
4677,Theo Mann-Bouwmeester hof,male
4678,Theo Thijssen hof,male
4679,Theo Van Doesburg straat,male
4680,Theodoor Van Hoytema straat,male
4681,Theodorus Dobbe straat,male
4682,Theodorus Majofski straat,male
4683,Theophile De Bock brug,male
4684,Theophile De Bock straat,male
4685,Theophilus straat,male
4686,Theseus straat,male
4687,Thijs Hendriksen pad,male
4688,Tholen straat,unknown
4689,Tjepma pad,female
4690,Thomas Prins laan,male
4691,Thomas R. Malthus straat,male
4692,Thomas Van Aquino straat,male
4693,Thomas Van Erpe hof,male
4694,Thomas à Kempis straat,male
4695,Thorbecke plein,female
4696,Thorn Prikker straat,male
4697,ThéRèSe Schwartze plein,female
4698,ThéRèSe Schwartze straat,female
4699,Tichel straat,unknown
4700,Tidore straat,unknown
4701,Tiel straat,male
4702,Tienen pad,female
4703,Tiengemeten straat,unknown
4704,Tienraai kade,male
4705,Tijdelijke Ontsluitings weg Holysloot,male
4706,Tijl Uilenspiegel straat,male
4707,Tijnmuiden,unknown
4708,Tilanus straat,unknown
4709,Timo Smeehuijzen brug,male
4710,Timor plein,female
4711,Timor straat,male
4712,Tintoretto straat,unknown
4713,Titiaan straat,male
4714,Titus Brandsma brug,male
4715,Tjerk Hiddes De Vries straat,male
4716,Tjotters pad,female
4717,Tobias Asser laan,male
4718,Tobias M.C. Asser straat,male
4719,Toetsenbord weg,male
4720,Tofana,unknown
4721,Tolbrug straat,unknown
4722,Toldwars straat,unknown
4723,Tolhuis weg,male
4724,Tolkamer straat,unknown
4725,Tollens straat,unknown
4726,Tollien Schuurman brug,female
4727,Tolsende straat,unknown
4728,Tol straat,male
4729,Tom Schreurs weg,male
4730,Tomaten straat,unknown
4731,Tomini straat,unknown
4732,Ton De Leeuw straat,male
4733,Ton Van Duinhoven hof,male
4734,Tonden pad,female
4735,Tongelaer,unknown
4736,Tongeren straat,unknown
4737,Top Naeff straat,male
4738,Top Rincker straat,male
4739,Topaas straat,unknown
4740,Topkapi pad,female
4741,Torenmolen,unknown
4742,Torensluis,unknown
4743,Toren steeg,female
4744,Torenven,unknown
4745,Torres straat,male
4746,Torricelli straat,male
4747,Tosari straat,unknown
4748,Tosarituin,unknown
4749,Tourniaire straat,unknown
4750,Toutenburg straat,unknown
4751,Touw baan,male
4752,Touwbaan park,female
4753,Touwslager straat,unknown
4754,Transformator weg,male
4755,Transvaal kade,male
4756,Transvaal plein,female
4757,Transvaal straat,male
4758,Trapjes brug,male
4759,Treeft steeg,unknown
4760,Treiler hof,female
4761,Tretjakov laan,female
4762,Tricht straat,unknown
4763,Trijn Hulleman laan,female
4764,Tritoma laan,female
4765,Tweede Coentunnel,male
4766,Tweede Goudsbloemdwars straat,male
4767,Troelstra laan,female
4768,Troepiaal singel,male
4769,Trompenburg straat,unknown
4770,Trompettersgang,unknown
4771,Trompetters steeg,unknown
4772,Truus Wijsmuller brug,female
4773,Tt. Melania weg,female
4774,Tt. Melissa weg,female
4775,Tt. Neverita weg,male
4776,Tt. Vasum weg,male
4777,Tugela weg,male
4778,Tuiger straat,unknown
4779,Tuil straat,male
4780,Tuimelaar straat,unknown
4781,Tuin Van Hera,male
4782,Tweede Constantijn Huygens straat,male
4783,Tuinbouw straat,unknown
